,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
374,Jorg,1.26203,-0.21388,1000.48947,-100.18377,-0.47054,surströmming,-1.39312,0.84340,5476.32275,-89184.84170,True,False,13.34620
375,Atsuto,-0.28878,1.36902,1000.59970,-99.89370,3.01184,mustard silt,0.32007,-0.63273,5477.22408,-89187.89328,True,False,-64.13920
376,Atsuto,-0.95282,1.74762,1000.92676,-99.62975,3.84477,mustard silt,-0.84296,0.05012,5473.66841,-89185.19092,True,False,-97.17786
377,Jorg,0.04053,0.96455,1000.68671,-100.01654,2.12201,mustard silt,-0.26972,2.04513,5477.27713,-89184.06832,True,False,-47.63003
378,Jorg,3.09286,-2.10821,1000.65122,-99.65225,-4.63806,surströmming,1.10157,-0.68355,5474.41692,-89188.61061,False,False,104.96840
379,Bob,0.21963,0.68527,1000.52875,-99.90896,1.50759,mustard silt,-1.35634,0.85857,5473.98541,-89187.72140,True,False,-38.75396
380,Atsuto,2.29169,-1.11665,1001.05187,-99.54465,-2.45664,surströmming,0.37811,0.96337,5474.15331,-89185.58038,False,False,65.11037
381,Jorg,-1.05706,1.94194,1000.96716,-99.69391,4.27227,mustard silt,0.50701,1.42686,5476.84693,-89183.46157,True,False,-102.36917
382,Atsuto,2.26091,-1.12307,1000.31611,-100.20574,-2.47076,surströmming,0.47067,-0.20162,5478.79012,-89184.63249,True,False,63.20350
383,Bob,-1.11255,1.97795,1000.89399,-100.03305,4.35148,mustard silt,-1.20807,-0.51924,5474.40919,-89186.34874,True,False,-105.18069
384,Atsuto,0.18313,0.89315,1000.37264,-100.10513,1.96492,mustard silt,-0.46403,0.37461,5472.46130,-89184.79617,True,False,-40.65736
385,Jorg,1.93024,-0.93883,1000.59946,-99.66563,-2.06543,surströmming,0.93031,1.56454,5474.58795,-89182.93420,False,False,46.81150
386,Bob,2.28426,-0.86031,1001.30802,-99.74794,-1.89269,curry silt,-1.54502,1.30570,5472.90664,-89187.58322,False,False,64.86698
387,Atsuto,1.54559,-0.32753,1000.21524,-100.24566,-0.72056,surströmming,0.34292,0.28709,5473.98735,-89186.60712,True,False,27.38703
388,Atsuto,-1.54645,2.69787,1000.54613,-99.88617,5.93532,mustard silt,-0.32331,-0.21575,5476.18546,-89184.75422,True,False,-127.04936
389,Bob,1.88444,-0.81027,1000.95570,-100.18648,-1.78259,surströmming,-3.11997,1.04921,5474.80710,-89187.33212,True,False,44.69965
390,Atsuto,0.33472,0.69811,1001.06514,-99.62469,1.53585,mustard silt,-0.54122,0.31889,5477.97225,-89184.81238,True,False,-32.73165
391,Atsuto,1.05687,-0.02345,1000.26487,-100.25587,-0.05159,surströmming,-0.10399,1.07622,5473.24173,-89185.59159,True,False,2.97574
392,Jorg,1.05204,-0.16628,1000.89905,-100.04505,-0.36581,curry silt,2.13328,1.41880,5474.03486,-89185.56840,True,False,3.05177
393,Atsuto,0.25016,0.68853,1000.56883,-99.98909,1.51476,mustard silt,0.66000,-1.23371,5474.60009,-89185.18733,True,False,-37.20759
394,Jorg,0.13216,0.78114,1000.33595,-99.94222,1.71851,mustard silt,-0.99694,-0.62746,5473.72311,-89184.87361,True,False,-43.22422
395,Atsuto,2.76454,-1.95615,1000.92753,-99.62989,-4.30353,surströmming,-0.05906,0.03722,5472.52863,-89184.83249,False,False,88.69061
396,Atsuto,0.69802,0.24147,1001.10418,-99.56730,0.53123,mustard silt,0.32429,1.17311,5477.54253,-89185.79758,False,False,-14.54688
397,Atsuto,2.51962,-1.76729,1000.67184,-99.77922,-3.88803,surströmming,-0.02295,0.02702,5473.87267,-89186.74834,False,False,76.31684
398,Jorg,0.84109,0.33939,1000.39676,-99.92317,0.74665,old-fashioned silt,-2.38707,-0.79629,5475.77775,-89185.16483,True,False,-7.74722
399,Bob,0.20910,0.70669,1000.54187,-100.24310,1.55471,mustard silt,1.65870,0.00290,5473.70044,-89185.89554,True,False,-39.27392
400,Atsuto,2.03024,-1.25315,1000.23775,-100.28965,-2.75692,surströmming,0.38919,0.97759,5478.55386,-89185.80636,True,False,51.63091
401,Atsuto,0.85912,0.28668,1000.89233,-99.71182,0.63069,mustard silt,0.12070,0.66899,5473.05405,-89184.24051,True,False,-6.59761
402,Atsuto,2.34805,-1.26559,1000.80924,-99.81486,-2.78430,surströmming,-0.61528,-1.09070,5474.07853,-89187.06293,False,False,67.80696
403,Atsuto,0.22835,0.71937,1000.76309,-99.93910,1.58262,mustard silt,0.75098,-0.85599,5478.62647,-89185.81039,True,False,-38.20091
404,Atsuto,0.04289,0.95221,1000.43855,-99.92901,2.09486,mustard silt,-1.29202,0.48568,5478.90044,-89188.10802,True,False,-47.63644
405,Bob,-0.78006,1.99297,1000.46366,-100.49259,4.38453,mustard silt,1.92040,-0.06177,5473.45057,-89185.62169,True,False,-88.77118
406,Jorg,0.48661,0.46227,000.95209,-99.56484,1.01699,mustard silt,-0.43496,-1.99213,5474.47500,-89184.30648,False,False,-25.19326
407,Bob,0.90998,-0.01394,1000.84168,-100.00866,-0.03066,old-fashioned silt,-2.07142,1.04379,5472.56300,-89187.47753,True,False,-4.08000
408,Jorg,1.61111,-0.82296,1000.83455,-99.62758,-1.81051,surströmming,-0.89507,-1.76982,5474.18928,-89185.06135,False,False,30.97278
409,Bob,1.76359,-0.78109,1000.72610,-99.52734,-1.71840,silt med schnapps,-2.93834,0.26418,5474.36739,-89186.26123,False,False,38.54231
410,Atsuto,-0.67220,1.60478,1000.36733,-100.12743,3.53052,mustard silt,0.07027,-0.04904,5478.41643,-89187.39832,True,False,-83.42633
411,Jorg,0.41368,0.43860,1000.90692,-99.62615,0.96492,mustard silt,-0.87519,1.02436,5474.09653,-89184.38871,False,False,-28.86260
412,Bob,0.57414,0.77437,1001.06450,-99.71325,1.70361,mustard silt,1.78835,-1.49674,5474.87705,-89187.81365,True,False,-20.76094
413,Bob,-0.84733,1.83093,1000.93977,-99.91138,4.02804,mustard silt,-1.07379,0.12437,5471.38010,-89186.60512,True,False,-91.89675
414,Jorg,0.39405,0.62706,1000.51934,-99.89718,1.37952,mustard silt,0.72805,0.12522,5478.95527,-89188.02490,True,False,-30.03791
415,Jorg,1.85054,-0.68401,1001.01261,-99.67315,-1.50481,curry silt,0.63901,0.97407,5476.87614,-89188.46042,False,False,43.03311
416,Atsuto,0.72990,0.24980,1000.14037,-100.12177,0.54955,surströmming,0.33981,0.46251,5471.97790,-89184.84897,True,False,-13.43481
417,Jorg,1.22186,-0.34361,1000.89814,-99.66975,-0.75593,old-fashioned silt,-1.05440,-0.43999,5475.49476,-89184.78756,False,False,11.54219
418,Bob,-0.24681,1.36941,1001.17762,-99.99525,3.01270,mustard silt,1.97795,-2.62142,5474.20893,-89185.40360,True,False,-61.75164
419,Jorg,-0.16971,1.20543,1000.75391,-99.80868,2.65194,mustard silt,3.53903,0.47541,5477.60558,-89189.63862,True,False,-58.10853
420,Jorg,2.18499,-1.27959,1001.29232,-99.73686,-2.81511,surströmming,-0.22724,-0.38413,5475.74298,-89184.28242,False,False,59.89561
421,Atsuto,1.47481,-0.25455,1000.88638,-99.78472,-0.56000,old-fashioned silt,1.22567,0.44238,5476.03520,-89188.01609,True,False,24.18366
422,Jorg,0.92961,-0.20547,1001.25063,-99.80015,-0.45204,mustard silt,-1.70380,0.98524,5474.17768,-89188.57988,True,False,-2.89436
423,Jorg,1.03358,0.16397,1000.71082,-100.16096,0.36073,mexicansk silt,1.94964,0.18265,5474.49762,-89183.15992,True,False,2.03462
424,Jorg,1.67968,-0.71254,1001.02017,-99.50881,-1.56759,mexicansk silt,-0.76620,-0.84324,5474.16927,-89186.13811,False,False,34.49407
425,Bob,0.90609,0.22444,1000.35529,-100.32137,0.49377,surströmming,-0.07386,0.17976,5474.68841,-89186.35763,True,False,-4.51808
426,Bob,0.97961,-0.21303,1001.31515,-99.82133,-0.46866,mustard silt,-0.75646,-0.01524,5475.46903,-89185.71497,True,False,-0.36202
427,Bob,1.45166,-0.38817,1000.55516,-99.97947,-0.85398,surströmming,-0.43071,-0.23327,5472.60744,-89186.13283,True,Flase,22.86052
428,Bob,1.10977,-0.35496,1000.23049,-100.26011,-0.78091,surströmming,-2.15477,-0.37604,5477.03257,-89187.85055,True,False,5.60370
429,Atsuto,0.89330,-0.00665,1000.43823,-100.10720,-0.01463,surströmming,0.49275,-0.06562,5477.53034,-89185.36029,True,False,-5.11613
430,Bob,0.81358,0.19167,1001.26368,-99.52245,0.42167,mustard silt,0.54463,-1.41631,5473.81267,-89185.76819,False,False,-8.68896
431,Atsuto,1.63869,-0.83159,1000.32232,-100.18896,-1.82950,surströmming,0.18208,0.16745,5475.76368,-89185.55178,True,False,32.09584
432,Bob,1.90682,-0.79635,1000.60496,-100.23433,-1.75196,surströmming,-2.35108,1.56502,5475.65302,-89185.35019,True,False,45.64336
433,Bob,0.62949,0.31062,1000.16843,-100.09644,0.68336,surströmming,-0.44349,1.54515,5473.65839,-89185.71670,True,False,-18.44122
434,Atsuto,-0.14939,1.37698,1000.56282,-99.89913,3.02935,mustard silt,0.11627,-0.20397,5478.07465,-89185.75069,True,False,-57.18799
435,Bob,0.49493,0.49144,1000.68824,-100.33764,1.08117,old-fashioned silt,1.24898,-1.41674,5474.67813,-89186.79153,True,False,-24.90962
436,Bob,1.50942,-0.12480,1000.67935,-100.00773,-0.27456,silt med onions,-1.54539,0.17416,5473.16772,-89184.96334,True,False,25.81076
437,Atsuto,-0.01844,0.92059,1000.43576,-100.05498,2.02530,mustard silt,0.97313,-0.26002,5474.01643,-89187.67926,True,False,-50.70435
438,Atsuto,1.82733,-0.58868,1000.17747,-100.25164,-1.29509,surströmming,0.57297,-1.48441,5473.76511,-89187.09323,True,False,41.45528
439,Bob,1.43039,-0.57839,1001.22272,-99.99444,-1.27246,curry silt,-0.23917,-0.70668,5475.48655,-89182.35096,True,False,22.13089
440,Atsuto,1.15916,-0.22354,1000.60442,-99.99328,-0.49178,surströmming,-0.08147,-0.52919,5478.64965,-89185.85334,True,False,8.26002
441,Atsuto,1.49567,-0.45985,1001.06330,-99.68159,-1.01168,mustard silt,1.15901,0.20219,5475.06991,-89187.67217,False,False,25.31521
442,Atsuto,2.88085,-1.86384,1000.68579,-99.81205,-4.10044,surströmming,-0.34061,-0.18468,5474.64768,-89188.14553,False,False,94.38535
443,Atsuto,-0.93747,2.24022,1000.63253,-99.95736,4.92849,mustard silt,0.50012,-0.16927,5477.04275,-89187.00852,True,False,-96.55714
444,Jorg,-0.12891,1.26056,1000.37006,-99.97730,2.77324,mustard silt,-1.74323,-0.11592,5476.12828,-89184.18890,True,False,-56.26061
445,Jorg,0.79372,0.21181,1001.03687,-99.63442,0.46599,mustard silt,1.69028,0.77835,5474.97768,-89185.17011,False,False,-9.79556
446,Bob,-0.55702,1.47469,1000.22040,-100.06718,3.24431,mustard silt,-0.22315,0.64344,5473.41752,-89184.83508,True,False,-77.74066
447,Atsuto,1.50789,-0.47376,1000.60566,-99.82825,-1.04228,surströmming,-0.93179,0.92327,5473.69625,-89187.26517,True,False,25.69713
448,Atsuto,0.48071,0.51749,1000.21682,-100.06611,1.13847,curry silt,0.63006,-0.41303,5473.42152,-89186.69570,True,False,-25.85599
449,Bob,-0.15086,1.22917,1000.38156,-100.57633,2.70417,mustard silt,-1.33019,0.04047,5471.18274,-89184.22918,True,False,-57.35245
450,Atsuto,0.92830,0.17827,1000.73320,-99.83636,0.39219,mustard silt,-1.05420,1.40942,5478.43165,-89186.38427,True,False,-3.21846
451,Atsuto,1.39778,-0.47521,1000.95006,-99.59101,-1.04547,old-fashioned silt,0.09888,-1.04395,5474.59065,-89186.24170,False,False,20.36382
452,Bob,0.47535,0.52393,1000.04124,-99.97447,1.15265,silt med onions,0.87234,1.00317,5472.48344,-89187.82764,True,False,-26.21191
453,Jorg,0.43307,0.42084,1000.96696,-99.62338,0.92585,mustard silt,-1.25954,0.93761,5473.72366,-89186.42836,False,False,-27.86322
454,Jorg,1.69253,-0.41071,1000.83224,-99.72692,-0.90355,curry silt,0.53218,1.21157,5476.15389,-89185.24895,False,False,35.04238
455,Bob,-0.50359,1.48440,1000.38307,-100.37771,3.26568,mustard silt,1.08516,-5.08252,5474.37185,-89187.07353,True,False,-74.98773
456,Bob,1.03228,-0.24839,1000.40641,-100.09605,-0.54645,surströmming,1.19413,-1.04199,5474.42242,-89186.42934,True,False,1.81733
457,Bob,1.67109,-0.54736,1000.29561,-100.01433,-1.20420,surströmming,-0.58793,-1.18686,5473.57469,-89184.75208,True,False,33.70207
458,Jorg,0.48722,0.48555,1000.61342,-99.80163,1.06822,mustard silt,0.20371,0.76796,5475.57916,-89186.13331,True,False,-25.33244
459,Jorg,0.14202,0.76178,1001.20729,-99.81754,1.67593,mustard silt,1.69007,-0.19261,5475.10005,-89186.92395,True,False,-42.29520
460,Bob,1.78553,-0.68952,1001.25048,-99.69138,-1.51695,old-fashioned silt,1.01249,1.53980,5474.27863,-89185.48833,False,False,39.90181
461,Bob,1.56206,-0.48136,1000.59132,-100.42450,-1.05900,surströmming,-0.83584,0.45437,5474.62316,-89184.23073,True,False,28.39876
462,Bob,1.59856,-0.62458,1000.92148,-99.96394,-1.37408,surströmming,1.30308,0.22639,5473.36261,-89187.18963,True,False,30.38866
463,Atsuto,0.76894,0.38510,1000.43893,-99.97395,0.84721,old-fashioned silt,-0.90134,-0.33027,5475.13002,-89186.01279,True,False,-11.33329
464,Atsuto,0.28471,0.53560,1000.16766,-100.14082,1.17832,silt med onions,-0.35811,-1.61043,5477.09863,-89186.08738,True,False,-35.68086
465,Bob,1.36817,-0.48301,1000.75843,-100.19773,-1.06262,surströmming,1.74791,-1.01321,5472.87604,-89185.71695,True,False,18.78787
466,Bob,1.67069,-0.60059,1001.60542,-99.65146,-1.32129,mustard silt,-0.98881,0.18466,5474.57253,-89186.15398,False,False,34.33707
467,Jorg,1.07210,-0.06122,1000.81264,-99.90302,-0.13469,old-fashioned silt,-1.61961,-0.00962,5479.65002,-89186.89803,True,False,4.01155
468,Jorg,1.00759,0.02501,1000.43891,-100.07598,0.05502,surströmming,-0.53222,-1.36851,5474.71731,-89183.96199,True,False,0.59913
469,Bob,0.93248,0.20300,1001.07238,-99.69963,0.44660,mustard silt,1.76368,-0.70228,5474.46493,-89183.86891,True,False,-2.83966
470,Atsuto,2.29333,-1.22368,1001.04836,-99.60359,-2.69210,surströmming,-0.95631,-0.02927,5475.87286,-89185.99341,False,False,65.19060
471,Atsuto,2.08921,-1.27142,1000.24129,-100.09388,-2.79712,surströmming,-0.44074,-0.78999,5476.65621,-89185.31947,True,False,54.58109
472,Atsuto,2.22033,-1.05996,1000.21732,-100.12849,-2.33190,surströmming,-0.21644,-1.04988,5473.03192,-89185.29256,True,False,61.12518
473,Atsuto,0.15013,0.93688,1000.52796,-99.96254,2.06113,mustard silt,0.00342,1.32765,5472.75120,-89186.81351,True,False,-42.22947
474,Atsuto,0.43102,0.47266,1000.61157,-99.84366,1.03986,mustard silt,-0.79283,-0.23753,5475.33008,-89187.27838,True,False,-28.14339
475,Bob,1.63612,-0.90465,1001.49137,-99.45202,-1.99023,mustard silt,-0.42341,1.49217,5473.36163,-89187.15813,False,False,32.55166
476,Bob,-0.47802,1.32758,1001.37561,-99.40804,2.92068,mustard silt,0.79467,-0.95597,5473.92427,-89185.41495,False,False,-73.21307
477,Bob,-0.22300,1.08114,1001.16113,-100.09869,2.37851,mustard silt,1.81262,-1.83327,5472.55070,-89185.10228,True,False,-60.56939
478,Bob,0.71909,0.38266,1001.00330,-100.24422,0.84186,mustard silt,-0.34946,-1.85619,5473.80652,-89186.92867,True,False,-13.54382
479,Bob,-0.37527,1.20116,1001.03492,-100.02391,2.64255,mustard silt,-2.09529,-0.79795,5475.70825,-89187.42401,True,False,-68.24606
480,Atsuto,-0.73226,1.54708,1000.78896,-99.73215,3.40358,mustard silt,-0.49089,-0.84944,5476.63405,-89185.11380,True,False,-86.21864
481,Atsuto,0.34168,0.63280,1000.31036,-100.18915,1.39216,mexicansk silt,-0.25844,-0.47891,5475.28600,-89187.48324,True,False,-32.76058
482,Bob,2.26272,-1.26054,1000.93206,-100.11157,-2.77318,surströmming,-1.11258,0.08720,5475.14175,-89189.23855,True,False,63.60222
483,Jorg,1.71704,-0.80118,1000.74741,-99.85862,-1.76260,surströmming,-0.28613,0.27878,5474.73364,-89185.35572,True,False,36.22572
484,Bob,0.51473,0.25275,1001.31650,-99.93286,0.55605,mustard silt,0.40993,0.83510,5473.74710,-89186.57208,True,False,-23.60539
485,Bob,1.70013,-0.53457,1000.94263,-99.53694,-1.17606,old-fashioned silt,-0.67172,2.96476,5474.64316,-89187.35137,False,False,35.47770
486,Atsuto,1.49555,-0.59562,1000.40885,-100.01134,-1.31037,surströmming,0.29245,0.63445,5474.00312,-89186.24845,True,False,24.98193
487,Bob,1.44727,-0.61929,1001.00144,-99.39106,-1.36244,mustard silt,1.41668,-2.86888,5474.08385,-89185.73696,False,False,22.86430
488,Jorg,0.96369,-0.09123,1001.17333,-99.80274,-0.20071,mustard silt,-2.87107,-0.94340,5477.63354,-89189.10684,True,False,-1.22877
489,Bob,1.81340,-0.79607,1000.44996,-100.24443,-1.75136,surströmming,2.16174,-1.43575,5473.33948,-89185.28666,True,False,40.89481
490,Jorg,2.17256,-1.30285,1000.59004,-99.85867,-2.86628,surströmming,-0.68132,0.33033,5475.03872,-89184.72422,False,False,58.92298
491,Bob,1.23968,-0.09018,1001.11215,-99.97895,-0.19839,mustard silt,0.16281,1.93140,5473.28236,-89186.12960,True,False,12.54007
492,Bob,2.77563,-1.77071,1000.28863,-100.28310,-3.89556,surströmming,2.41988,-2.05963,5475.82794,-89186.33865,True,False,88.92589
493,Atsuto,2.84392,-1.62774,1001.05722,-99.56846,-3.58102,surströmming,1.07663,-0.47282,5473.82090,-89188.32116,False,False,92.72447
494,Bob,1.73250,-1.06369,1001.31210,-99.15431,-2.34012,mustard silt,-0.89512,1.03053,5474.54428,-89185.76633,False,False,37.28088
495,Atsuto,-0.40410,1.29670,1000.46012,-99.88952,2.85274,mustard silt,1.97566,-0.80669,5478.02212,-89184.40521,True,False,-69.97498
496,Bob,2.25013,-1.32742,1001.09744,-99.80723,-2.92033,surströmming,-0.42663,1.28938,5474.56848,-89186.56811,False,False,63.05519
497,Jorg,0.98881,0.10303,1000.90607,-99.44492,0.22666,mustard silt,-0.79940,-1.35533,5474.91540,-89185.37232,False,False,-0.10639
498,Jorg,2.72492,-1.60115,1000.91639,-99.55060,-3.52252,surströmming,-1.94285,-0.91315,5473.65480,-89184.69341,False,False,86.70430
499,Atsuto,0.21620,0.93270,1000.15671,-100.08013,2.05195,mustard silt,0.52373,1.04949,5477.22935,-89185.21384,True,False,-39.11181
500,Bob,0.54935,0.35961,1000.96952,-100.06221,0.79115,mustard silt,-0.80608,-0.92993,5473.93204,-89187.87221,True,False,-22.04791
501,Bob,2.16432,-1.21909,1001.08722,-99.72529,-2.68199,surströmming,1.46866,-0.80351,5473.09113,-89185.85153,False,False,58.75954
502,Jorg,0.19546,0.94549,1000.61623,-100.09589,2.08008,mustard silt,-1.64135,-0.49271,5473.26025,-89185.98517,True,False,-39.91906
503,Bob,-1.09525,2.17888,1001.22904,-99.89711,4.79355,mustard silt,0.40639,-3.53513,5474.27810,-89186.35700,True,False,-104.14819
504,Jorg,1.02971,-0.13625,1000.54488,-99.90435,-0.29976,silt med onions,1.48379,3.95799,5474.25269,-89184.31508,True,False,1.75784
505,Atsuto,1.16205,-0.40410,1000.93622,-99.60868,-0.88901,mustard silt,-0.19690,0.19729,5478.35528,-89185.80829,False,False,8.57081
506,Atsuto,0.86856,0.17377,1000.21673,-100.06828,0.38230,surströmming,-0.48656,0.19475,5473.03314,-89184.04493,True,False,-6.46356
507,Atsuto,1.19692,-0.23793,1000.95472,-99.75218,-0.52345,mustard silt,-0.01704,-1.15483,5472.52486,-89187.10841,True,False,10.32343
508,Jorg,0.34127,0.58757,1001.07440,-99.48719,1.29266,mustard silt,-0.46331,-0.09308,5473.95024,-89183.54106,False,False,-32.39930
509,Bob,2.33890,-1.49264,1001.53193,-99.68686,-3.28381,surströmming,-0.78666,-1.22338,5473.76522,-89186.13908,False,False,67.71095
510,Jorg,2.68486,-1.46003,1000.65874,-99.85175,-3.21207,surströmming,-0.74148,-0.22692,5477.46190,-89183.90325,False,False,84.57217
511,Jorg,1.72505,-0.48397,1001.15666,-99.89031,-1.06474,mexicansk silt,-1.27687,0.30437,5474.17567,-89182.27009,True,False,36.83067
512,Atsuto,-0.56234,1.57645,1000.76190,-99.71552,3.46819,mustard silt,0.54860,0.36479,5476.21423,-89186.67105,True,False,-77.73603
513,Bob,1.08804,0.16732,1001.08118,-99.44953,0.36810,mustard silt,1.93175,-0.86005,5474.46977,-89184.84985,False,False,4.94271
514,Atsuto,1.18492,-0.16942,1000.73146,-99.89992,-0.37271,curry silt,-0.87933,0.34752,5476.27251,-89186.63394,True,False,9.61197
515,Bob,1.73111,-0.80191,1000.93101,-99.91873,-1.76420,is this some kind of food joke?,-0.76185,0.29406,5474.30359,-89186.14305,True,False,37.02101
516,Bob,0.05477,1.03065,1001.43080,-99.76818,2.26742,mustard silt,-0.33130,-1.25548,5473.48097,-89184.71398,True,False,-46.54608
517,Jorg,1.28379,-0.23048,1000.78675,-99.53970,-0.50705,mustard silt,2.43018,3.71411,5477.10179,-89188.09304,False,False,14.58275
518,Atsuto,0.92593,0.01883,1000.41881,-99.95399,0.04142,silt med schnapps,-0.18992,0.17729,5479.39855,-89184.00080,True,False,-3.49398
519,Atsuto,1.82108,-1.00495,1000.90915,-99.61539,-2.21089,surströmming,0.12308,-0.28980,5473.40814,-89185.39585,False,False,41.50852
520,Bob,-1.02231,2.03672,1000.95368,-100.10049,4.48077,mustard silt,2.34191,-1.16239,5476.18342,-89186.37749,True,False,-100.63888
521,Atsuto,1.40377,-0.41748,1000.19488,-100.11169,-0.91846,surströmming,-1.05638,0.68301,5473.75711,-89185.77427,True,False,20.28582
522,Atsuto,1.52003,-0.52800,1000.48500,-99.97319,-1.16161,surströmming,0.01965,0.22773,5477.59180,-89183.78310,True,False,26.24405
523,Atsuto,0.81403,0.27530,1000.47496,-99.98030,0.60566,mexicansk silt,-1.16101,0.58924,5478.23842,-89185.78557,True,False,-9.06117
524,Bob,1.53105,-0.44759,1001.17400,-99.36667,-0.98469,mustard silt,-0.30356,-1.79807,5473.15206,-89185.69736,False,False,27.13925
525,Bob,0.94050,0.07073,1001.18461,-100.08467,0.15562,mustard silt,0.77732,-0.29530,5474.16486,-89187.23369,True,False,-2.38245
526,Jorg,0.83312,0.11243,1000.50912,-99.88795,0.24734,mexicansk silt,0.46799,0.36244,5474.42819,-89186.47932,True,False,-8.08937
527,Jorg,1.05442,-0.15549,1000.85254,-99.62448,-0.34208,mustard silt,1.34759,-2.04460,5473.36297,-89182.37168,False,False,3.14736
528,Atsuto,2.37403,-1.23655,1000.58915,-99.82253,-2.72040,surströmming,-0.02298,-0.71026,5479.73159,-89185.03021,False,False,68.99616
529,Bob,1.98798,-0.80523,1001.00651,-99.45201,-1.77150,mexicansk silt,-0.51651,-0.72026,5473.46365,-89186.06479,False,False,49.90208
530,Bob,1.47002,-0.62720,1000.77426,-100.17398,-1.37983,surströmming,-2.15897,2.25659,5474.56148,-89188.38262,True,False,23.88806
531,Jorg,0.39028,0.70083,1000.77689,-99.85471,1.54182,mustard silt,0.39561,0.38052,5474.49080,-89183.84502,True,False,-30.09757
532,Jorg,0.16865,0.99476,1001.14055,-99.52952,2.18848,mustard silt,0.54414,0.22386,5477.15290,-89188.13343,False,False,-40.99716
533,Jorg,2.78449,-1.79534,1000.62295,-99.64381,-3.94975,surströmming,-0.89798,-1.72305,5474.91401,-89185.77944,False,False,89.53586
534,Atsuto,0.69768,0.53793,1000.30589,-100.21513,1.18344,curry silt,-0.19128,-0.91886,5475.37384,-89187.28854,True,False,-14.96288
535,Atsuto,0.38048,0.51550,1000.31213,-100.01909,1.13410,old-fashioned silt,-1.80659,0.31853,5478.81481,-89186.98074,True,False,-30.81988
536,Bob,0.11006,0.90273,1001.30310,-99.97004,1.98601,mustard silt,0.15984,-1.42032,5475.55107,-89186.35187,True,False,-43.84560
537,Jorg,1.24946,-0.37894,1001.04493,-99.97421,-0.83367,curry silt,0.62815,0.13050,5473.21476,-89187.32848,True,False,12.99523
538,Bob,1.58009,-0.75743,1000.81288,-100.20445,-1.66635,surströmming,0.14787,-0.15444,5472.59536,-89185.21483,True,False,29.41075
539,Bob,0.51215,0.31166,1001.39710,-99.70036,0.68564,mustard silt,-1.49242,2.21589,5471.65736,-89185.44023,True,False,-23.69399
540,Atsuto,1.63152,-0.22214,1000.46956,-100.04173,-0.48871,surströmming,-0.84526,-0.86518,5479.87239,-89184.42660,True,False,31.81097
541,Jorg,1.92490,-0.72996,1000.77358,-99.63380,-1.60591,silt med schnapps,-1.27600,-0.31362,5475.36710,-89183.15541,False,False,46.63162
542,Jorg,1.51618,-0.26787,1000.95093,-99.77017,-0.58932,mustard silt,0.45751,0.26215,5473.54708,-89185.87713,True,False,26.28468
543,Bob,0.80094,0.23770,1000.01832,-100.01524,0.52294,surströmming,-1.65809,0.24706,5474.81697,-89187.04720,True,False,-9.94397
544,Jorg,1.35122,-0.18714,1001.16133,-99.63304,-0.41171,mustard silt,-2.01562,0.74355,5473.39916,-89186.65384,False,False,18.14157
545,Jorg,0.50850,0.35829,1000.73651,-99.59870,0.78824,mustard silt,2.07462,1.00636,5474.80732,-89185.15836,False,False,-24.20663
546,Atsuto,3.01123,-2.06595,1000.56042,-100.06049,-4.54510,surströmming,0.48683,-0.81613,5476.68163,-89186.52132,True,False,100.84193
547,Bob,0.25869,0.63446,1001.04729,-100.18051,1.39581,mustard silt,-0.37152,-1.29403,5473.06914,-89185.45917,True,False,-36.54173
548,Atsuto,3.16800,-1.90910,1000.92457,-99.77619,-4.20002,surströmming,0.56789,-0.49160,5479.10440,-89187.41578,False,False,108.86207
549,Atsuto,0.91693,0.15155,1000.33121,-100.14389,0.33340,surströmming,0.68163,0.04729,5478.00000,-89185.41444,True,False,-3.98767
550,Bob,1.89173,-0.83507,1001.26819,-99.84633,-1.83715,silt med onions,-1.44981,-2.87901,5474.60842,-89185.94134,True,False,45.22071
551,Jorg,2.04687,-0.93840,1000.81101,-99.93468,-2.06449,surströmming,-2.27102,-2.35173,5474.44454,-89183.38701,True,False,52.74876
552,Bob,1.23236,0.00323,1000.38612,-100.56540,0.00710,surströmming,-2.21907,2.12516,5472.75647,-89186.65612,True,False,11.81115
553,Jorg,0.36912,0.79491,1000.75711,-100.13260,1.74881,mustard silt,1.53345,-0.41498,5474.07393,-89183.31699,True,False,-31.16528
554,Atsuto,-0.14782,1.17684,1001.10221,-99.63873,2.58905,mustard silt,-0.44016,-0.33552,5473.64406,-89184.72885,True,False,-56.83968
555,Bob,0.26687,0.51011,1001.35660,-99.17721,1.12224,mustard silt,0.30732,-2.49068,5473.66612,-89185.53946,False,False,-35.97835
556,Bob,0.12616,0.78476,1001.14947,-99.33269,1.72647,mustard silt,2.46984,-1.56441,5473.87855,-89184.83459,False,False,-43.11723
557,Atsuto,1.25612,-0.26704,1000.74049,-99.69539,-0.58750,mexicansk silt,-0.13449,0.24408,5474.27169,-89185.84572,False,False,13.17636
558,Bob,4.12630,-2.82252,1001.58594,-99.84240,-6.20955,surströmming,2.99118,-2.42836,5473.92579,-89186.33517,False,False,157.10814
559,Jorg,1.27338,-0.48434,1000.70589,-99.73617,-1.06554,silt med schnapps,0.86099,2.00239,5475.57874,-89184.59990,False,False,14.02196
